message,category,cleaned_message
Upgrade your plan today: https://trip.com,Promotional,upgrade your plan today: https://trip.com
Earn money fast! Start today: https://secure-update.cards,Spam,earn money fast! start today: https://secure-update.cards
Your dream vacation awaits! Book at https://trip.com,Promotional,your dream vacation awaits! book at https://trip.com
Reset your password now at https://netflix-support.com,Spam,reset your password now at https://netflix-support.com
Don't miss out! Sale ends soon at https://trip.com,Promotional,don't miss out! sale ends soon at https://trip.com
Earn money fast! Start today: https://fakewebsite.com,Spam,earn money fast! start today: https://fakewebsite.com
Limited time offer! Visit https://www.myntra.com to grab your discount,Promotional,limited time offer! visit https://www.myntra.com to grab your discount
Your payment of ₹101 was successful.,Transactional,your payment of ₹101 was successful.
Introducing our new range. Learn more: https://trip.com,Promotional,introducing our new range. learn more: https://trip.com
Your transaction ID is TXN493439. Please keep it for your records.,Transactional,your transaction id is txn493439. please keep it for your records.
You've won a prize! Claim now: https://verify-now.online,Spam,you've won a prize! claim now: https://verify-now.online
Your transaction ID is TXN291197. Please keep it for your records.,Transactional,your transaction id is txn291197. please keep it for your records.
Earn money fast! Start today: https://login-now-security.xyz,Spam,earn money fast! start today: https://login-now-security.xyz
Earn money fast! Start today: https://netflix-support.com,Spam,earn money fast! start today: https://netflix-support.com
Your OTP is 457479. Do not share it with anyone.,Transactional,your otp is 457479. do not share it with anyone.
Urgent: Your account will be blocked. Verify at https://login-now-security.xyz,Spam,urgent: your account will be blocked. verify at https://login-now-security.xyz
Upgrade your plan today: https://www.airtel.in/recharge,Promotional,upgrade your plan today: https://www.airtel.in/recharge
Find your perfect gift at https://bluedart.com/track,Promotional,find your perfect gift at https://bluedart.com/track
Your package is waiting. Pay delivery fees at https://get-rich-fast.biz,Spam,your package is waiting. pay delivery fees at https://get-rich-fast.biz
Your transaction ID is TXN500806. Please keep it for your records.,Transactional,your transaction id is txn500806. please keep it for your records.
Urgent: Your account will be blocked. Verify at https://get-rich-fast.biz,Spam,urgent: your account will be blocked. verify at https://get-rich-fast.biz
Find your perfect gift at https://bluedart.com/track,Promotional,find your perfect gift at https://bluedart.com/track
Exclusive deals available here: https://secure.bankportal.in/login,Promotional,exclusive deals available here: https://secure.bankportal.in/login
Your transaction ID is TXN657114. Please keep it for your records.,Transactional,your transaction id is txn657114. please keep it for your records.
Your package is waiting. Pay delivery fees at https://confirm-payee.click,Spam,your package is waiting. pay delivery fees at https://confirm-payee.click
Click here to win an iPhone: https://login-now-security.xyz,Spam,click here to win an iphone: https://login-now-security.xyz
Reset your password now at https://fakewebsite.com,Spam,reset your password now at https://fakewebsite.com
Your OTP is 109239. Do not share it with anyone.,Transactional,your otp is 109239. do not share it with anyone.
Click here to win an iPhone: https://fakewebsite.com,Spam,click here to win an iphone: https://fakewebsite.com
Upgrade your plan today: https://cleartrip.com,Promotional,upgrade your plan today: https://cleartrip.com
Your package with tracking ID 878100 has been shipped.,Transactional,your package with tracking id 878100 has been shipped.
Urgent: Your account will be blocked. Verify at https://secure-update.cards,Spam,urgent: your account will be blocked. verify at https://secure-update.cards
Upgrade your plan today: https://www.officialstore.com,Promotional,upgrade your plan today: https://www.officialstore.com
Exclusive deals available here: https://trip.com,Promotional,exclusive deals available here: https://trip.com
Upgrade your plan today: https://flipkart.com/deals,Promotional,upgrade your plan today: https://flipkart.com/deals
Get free recharge. Click here: https://secure-update.cards,Spam,get free recharge. click here: https://secure-update.cards
Check out our latest deals at https://bluedart.com/track,Promotional,check out our latest deals at https://bluedart.com/track
Exclusive deals available here: https://secure.bankportal.in/login,Promotional,exclusive deals available here: https://secure.bankportal.in/login
Exclusive deals available here: https://www.airtel.in/recharge,Promotional,exclusive deals available here: https://www.airtel.in/recharge
Introducing our new range. Learn more: https://bluedart.com/track,Promotional,introducing our new range. learn more: https://bluedart.com/track
Your dream vacation awaits! Book at https://bluedart.com/track,Promotional,your dream vacation awaits! book at https://bluedart.com/track
Your payment of ₹3067 was successful.,Transactional,your payment of ₹3067 was successful.
Your package with tracking ID 798707 has been shipped.,Transactional,your package with tracking id 798707 has been shipped.
Your package is waiting. Pay delivery fees at https://secure-update.cards,Spam,your package is waiting. pay delivery fees at https://secure-update.cards
Visit our store: https://secure.bankportal.in/login for more details,Promotional,visit our store: https://secure.bankportal.in/login for more details
Limited time offer! Visit https://cleartrip.com to grab your discount,Promotional,limited time offer! visit https://cleartrip.com to grab your discount
Limited time offer! Visit https://www.officialstore.com to grab your discount,Promotional,limited time offer! visit https://www.officialstore.com to grab your discount
Find your perfect gift at https://trip.com,Promotional,find your perfect gift at https://trip.com
Your package with tracking ID 299867 has been shipped.,Transactional,your package with tracking id 299867 has been shipped.
You've won a prize! Claim now: https://confirm-payee.click,Spam,you've won a prize! claim now: https://confirm-payee.click
Click here to win an iPhone: https://urgentupdate.co,Spam,click here to win an iphone: https://urgentupdate.co
Confirm your payment details: https://winfreecash.com,Spam,confirm your payment details: https://winfreecash.com
Your payment of ₹9734 was successful.,Transactional,your payment of ₹9734 was successful.
Your transaction ID is TXN418755. Please keep it for your records.,Transactional,your transaction id is txn418755. please keep it for your records.
Urgent: Your account will be blocked. Verify at https://fakewebsite.com,Spam,urgent: your account will be blocked. verify at https://fakewebsite.com
You've won a prize! Claim now: https://confirm-payee.click,Spam,you've won a prize! claim now: https://confirm-payee.click
Your OTP is 356194. Do not share it with anyone.,Transactional,your otp is 356194. do not share it with anyone.
Reset your password now at https://netflix-support.com,Spam,reset your password now at https://netflix-support.com
Exclusive deals available here: https://amazon.in/sale,Promotional,exclusive deals available here: https://amazon.in/sale
